symbol,start_time,end_time,price_change,ticks
cqjg,2014-10-08 14:20:54.200000,2014-10-08 14:20:54.325000,-0.011752136752136691,11
fwnp,2014-10-08 11:15:05.850000,2014-10-08 11:15:05.850000,0.01682439537329129,11
himi,2014-10-08 12:48:26.525000,2014-10-08 12:48:26.700000,-0.008881421027364318,14
zdwi,2014-10-08 09:32:44.350000,2014-10-08 09:32:44.450000,-0.013531799729363959,11
gxgp,2014-10-08 16:03:47.275000,2014-10-08 16:03:48.225000,-0.01042944785276084,11
nryk,2014-10-08 12:19:04.700000,2014-10-08 12:19:04.825000,-0.01923076923076913,12
urec,2014-10-08 10:02:09.575000,2014-10-08 10:02:09.575000,-0.044543872731792236,55
ymew,2014-10-08 14:27:10.300000,2014-10-08 14:27:10.675000,-0.015364916773367378,12
uuvr,2014-10-08 10:31:24.025000,2014-10-08 10:31:25.175000,0.0096153846153846,12
bwdo,2014-10-08 09:42:57.400000,2014-10-08 09:42:58.675000,0.02312138728323684,11
tgpv,2014-10-08 09:38:00.550000,2014-10-08 09:38:00.625000,0.008316008316008323,13
zbej,2014-10-08 09:30:01.825000,2014-10-08 09:30:02.175000,-0.01288464453539479,11
oikv,2014-10-08 09:54:40.825000,2014-10-08 09:54:40.825000,0.010480785227083723,11
ihuw,2014-10-08 10:35:52,2014-10-08 10:35:52.625000,0.01221374045801528,11
kxfb,2014-10-08 14:43:31.600000,2014-10-08 14:43:31.975000,-0.009053497942386931,12
upxe,2014-10-08 15:42:54.025000,2014-10-08 15:42:54.075000,-0.008059516429014198,14
uxso,2014-10-08 09:30:02.725000,2014-10-08 09:30:02.725000,0.0648714810281517,12
mumn,2014-10-08 11:22:41.300000,2014-10-08 11:22:41.350000,-0.012520064205457369,11
mumn,2014-10-08 11:22:50.375000,2014-10-08 11:22:50.575000,-0.015161290322580609,11
nwev,2014-10-08 12:03:23.800000,2014-10-08 12:03:23.875000,0.014507772020725262,11
nwev,2014-10-08 12:03:27.300000,2014-10-08 12:03:28.125000,-0.011235955056179718,11
yolb,2014-10-08 10:39:31.250000,2014-10-08 10:39:31.375000,-0.015294117647058916,11
yolb,2014-10-08 10:41:02.300000,2014-10-08 10:41:02.400000,-0.01468788249693993,11
yolb,2014-10-08 10:48:09.050000,2014-10-08 10:48:09.050000,0.04194857916102849,11
vkfn,2014-10-08 14:20:14.850000,2014-10-08 14:20:15.175000,-0.011576626240352859,20
knhb,2014-10-08 13:58:41.025000,2014-10-08 13:58:41.250000,-0.012878300064391454,13
hfwy,2014-10-08 09:30:00.925000,2014-10-08 09:30:01.200000,-0.009923235349185435,13
olyq,2014-10-08 09:31:31.600000,2014-10-08 09:31:31.700000,-0.025744167337087714,11
wdob,2014-10-08 09:35:10.875000,2014-10-08 09:35:11.900000,0.018597997138769654,11
tcqu,2014-10-08 12:52:12.800000,2014-10-08 12:52:12.825000,-0.009395973154362454,11
yrmu,2014-10-08 10:16:26.825000,2014-10-08 10:16:26.825000,0.013904134650567238,11
yrmu,2014-10-08 10:17:10.825000,2014-10-08 10:17:11.450000,0.008604564160119732,13
yrmu,2014-10-08 12:42:29,2014-10-08 12:42:29.850000,-0.01757666417352277,13
tyyj,2014-10-08 12:03:19.450000,2014-10-08 12:03:19.525000,0.012481997119539203,11
dbbf,2014-10-08 15:25:37.575000,2014-10-08 15:25:38.100000,0.013013698630136952,12
cvyd,2014-10-08 10:58:23.800000,2014-10-08 10:58:24.275000,-0.021909233176838763,11
