symbol,start_time,end_time,price_change,ticks
mcld,2014-10-01 12:23:11.675000,2014-10-01 12:23:11.775000,-0.009017560512577185,14
fwnp,2014-10-01 10:24:07.875000,2014-10-01 10:24:07.900000,0.01685985247629085,12
jgjc,2014-10-01 09:50:05.100000,2014-10-01 09:50:06.325000,-0.01372997711670492,13
fkev,2014-10-01 09:56:29.775000,2014-10-01 09:56:30.025000,-0.01960784313725492,13
vbdh,2014-10-01 09:33:31.825000,2014-10-01 09:33:31.925000,-0.013392857142857121,12
zyfj,2014-10-01 15:26:19.175000,2014-10-01 15:26:19.575000,0.014675052410901529,11
ujgf,2014-10-01 09:50:26.125000,2014-10-01 09:50:26.950000,-0.01163692785104735,12
rsif,2014-10-01 10:06:31.750000,2014-10-01 10:06:31.775000,-0.017073170731707173,12
rsif,2014-10-01 10:06:31.825000,2014-10-01 10:06:31.850000,-0.014888337468982642,11
fafj,2014-10-01 09:58:51.900000,2014-10-01 09:58:51.950000,-0.01571503404924048,12
yxil,2014-10-01 13:15:51.475000,2014-10-01 13:15:51.525000,-0.012175754367390176,12
wnko,2014-10-01 15:41:09.925000,2014-10-01 15:41:10.025000,-0.013037809647979093,11
mpry,2014-10-01 09:36:37.250000,2014-10-01 09:36:37.625000,-0.015407554671968303,14
dgvh,2014-10-01 15:56:36.525000,2014-10-01 15:56:37.050000,0.010758472296933797,11
qqsd,2014-10-01 09:51:27.475000,2014-10-01 09:51:27.950000,0.008343265792610284,12
xqbw,2014-10-01 15:33:42.525000,2014-10-01 15:33:42.525000,0.012319456244689853,15
xqbw,2014-10-01 15:33:44.475000,2014-10-01 15:33:44.550000,0.0260795211628901,15
xqbw,2014-10-01 15:38:43.300000,2014-10-01 15:38:44.425000,0.011353711790393082,12
xqbw,2014-10-01 15:39:28.575000,2014-10-01 15:39:28.850000,-0.01028277634961433,13
xqbw,2014-10-01 15:46:03.475000,2014-10-01 15:46:03.600000,-0.008656224237427899,11
tbwn,2014-10-01 09:40:55.325000,2014-10-01 09:40:55.550000,-0.008753605888789371,11
wlsm,2014-10-01 15:13:09.600000,2014-10-01 15:13:09.675000,0.016110471806674267,11
hwco,2014-10-01 09:30:17.175000,2014-10-01 09:30:17.825000,-0.021141649048625904,11
jljg,2014-10-01 10:26:58.725000,2014-10-01 10:26:58.975000,0.011247991430101622,20
heot,2014-10-01 12:13:20,2014-10-01 12:13:20.025000,-0.015280634734058276,13
heot,2014-10-01 12:13:30.025000,2014-10-01 12:13:30.025000,-0.016938898971566915,12
heot,2014-10-01 13:11:34.525000,2014-10-01 13:11:34.550000,-0.008284749923289448,11
heot,2014-10-01 13:11:34.725000,2014-10-01 13:11:34.775000,-0.009351620947630835,12
zkcw,2014-10-01 10:24:58.800000,2014-10-01 10:24:58.825000,0.008453085376162269,11
ydkk,2014-10-01 15:50:00.350000,2014-10-01 15:50:00.350000,0.008329477093937979,11
