symbol,start_time,end_time,price_change,ticks
digt,2014-10-07 10:21:11.025000,2014-10-07 10:21:11.300000,-0.03267973856209139,15
zflk,2014-10-07 11:05:27.425000,2014-10-07 11:05:27.600000,-0.009197751660705146,19
trey,2014-10-07 14:36:24.575000,2014-10-07 14:36:24.600000,-0.03934871099050204,14
afrj,2014-10-07 09:31:35.375000,2014-10-07 09:31:36.400000,-0.008912896691424668,13
afrj,2014-10-07 15:03:24.025000,2014-10-07 15:03:24.050000,-0.00827180749248023,15
axfr,2014-10-07 12:37:07.575000,2014-10-07 12:37:08.525000,0.02359882005899707,13
iocn,2014-10-07 09:33:15.200000,2014-10-07 09:33:15.875000,-0.008568980291345249,11
ueab,2014-10-07 11:29:43.725000,2014-10-07 11:29:43.825000,-0.015317286652078837,14
fmja,2014-10-07 13:40:22.625000,2014-10-07 13:40:22.650000,-0.01547388781431336,15
gmpn,2014-10-07 11:21:55,2014-10-07 11:21:55,-0.011586663513833105,11
lric,2014-10-07 14:18:35.325000,2014-10-07 14:18:35.475000,-0.013676326929339032,11
deff,2014-10-07 09:32:47.350000,2014-10-07 09:32:47.400000,0.02404809619238479,11
foln,2014-10-07 11:17:22.825000,2014-10-07 11:17:22.850000,0.010971786833855844,11
csip,2014-10-07 12:17:57.250000,2014-10-07 12:17:57.575000,0.020380434782608623,11
zyfj,2014-10-07 09:55:31.525000,2014-10-07 09:55:32.375000,0.013618677042801612,12
zyfj,2014-10-07 10:13:29.625000,2014-10-07 10:13:30.925000,-0.012935323383084655,11
zyfj,2014-10-07 15:41:39.725000,2014-10-07 15:41:39.725000,-0.01773399014778322,13
hzvz,2014-10-07 10:40:58.100000,2014-10-07 10:40:58.200000,0.010132995566814448,11
hpxf,2014-10-07 09:56:33.675000,2014-10-07 09:56:34,-0.01075949367088607,11
vkyp,2014-10-07 12:10:49.025000,2014-10-07 12:10:49.375000,-0.015267175572519146,14
vkyp,2014-10-07 12:10:51.125000,2014-10-07 12:10:51.475000,-0.011001100110010962,11
mkmv,2014-10-07 10:33:18.425000,2014-10-07 10:33:18.650000,-0.00916546068499765,12
tyyj,2014-10-07 08:00:00.025000,2014-10-07 08:00:00.025000,0.0353642948444824,13
